document,topic
earn1588,51
earn1589,34
money-fx1590,2
money-fx1590,12
money-fx1591,1
money-fx1591,2
money-fx1591,6
money-fx1591,29
money-fx1591,48
money-fx1591,50
money-fx1591,51
earn1592,1
earn1592,6
earn1592,9
earn1592,14
earn1592,25
earn1592,32
earn1592,34
earn1592,36
earn1592,38
earn1592,42
earn1592,46
earn1592,48
earn1592,49
earn1592,51
bop1593,0
bop1593,2
bop1593,4
bop1593,15
bop1593,16
bop1593,22
bop1593,24
bop1593,25
bop1593,26
bop1593,35
bop1593,40
bop1593,45
bop1593,48
bop1593,50
earn1594,4
earn1594,14
earn1594,22
earn1594,23
earn1594,24
earn1594,25
earn1594,26
earn1594,30
earn1594,31
earn1594,35
earn1594,37
earn1594,42
earn1594,45
earn1594,48
earn1594,51
acq1595,1
acq1595,15
acq1595,23
acq1595,24
acq1595,31
acq1595,48
acq1595,51
sugar1596,13
sugar1596,15
sugar1596,20
sugar1596,24
sugar1596,32
sugar1596,38
sugar1596,39
sugar1596,42
interest1597,4
interest1597,13
interest1597,30
interest1597,44
earn1598,6
earn1598,8
earn1598,9
earn1598,13
earn1598,19
earn1598,22
earn1598,23
earn1598,24
earn1598,26
earn1598,28
earn1598,35
earn1598,37
earn1598,41
earn1598,48
crude1599,1
crude1599,3
crude1599,22
crude1599,24
crude1599,25
crude1599,26
crude1599,37
crude1599,48
crude1599,51
crude1600,1
crude1600,3
crude1600,24
crude1600,25
crude1600,26
crude1600,27
crude1600,31
crude1600,37
crude1600,51
sugar1601,2
sugar1601,8
sugar1601,10
sugar1601,15
sugar1601,20
sugar1601,22
sugar1601,24
sugar1601,32
sugar1601,36
sugar1601,39
money-fx1602,2
money-fx1602,8
money-fx1602,15
money-fx1602,35
money-fx1602,48
money-fx1602,50
earn1603,34
earn1603,35
earn1603,48
earn1603,51
jobs1604,2
jobs1604,5
jobs1604,7
jobs1604,19
jobs1604,22
jobs1604,24
jobs1604,32
jobs1604,45
money-fx1605,2
money-fx1605,13
money-fx1605,30
money-fx1605,38
money-fx1605,40
interest1606,2
interest1606,8
interest1606,24
interest1606,45
lei1607,2
lei1607,7
lei1607,14
lei1607,19
lei1607,22
lei1607,33
money-fx1608,2
money-fx1608,12
money-fx1608,28
money-fx1608,45
interest1609,0
interest1609,2
interest1609,14
interest1609,15
interest1609,16
interest1609,21
interest1609,24
interest1609,30
interest1609,45
interest1609,50
interest1609,51
earn1610,12
earn1610,14
earn1610,27
earn1610,30
earn1610,38
interest1611,1
interest1611,2
interest1611,10
interest1611,15
interest1611,16
interest1611,23
interest1611,24
interest1611,30
interest1611,42
interest1611,43
interest1611,50
bop1612,20
bop1612,21
bop1612,24
bop1612,30
bop1612,32
bop1612,48
interest1613,0
interest1613,1
interest1613,2
interest1613,6
interest1613,10
interest1613,16
interest1613,24
interest1613,25
interest1613,32
interest1613,45
interest1613,50
earn1614,3
earn1614,11
earn1614,31
earn1614,34
earn1614,47
earn1615,17
earn1615,31
earn1615,34
acq1616,0
acq1616,1
acq1616,15
acq1616,24
acq1616,27
acq1616,29
acq1616,50
acq1616,51
trade1617,4
trade1617,14
trade1617,22
trade1617,24
trade1617,43
trade1617,45
trade1617,48
money-fx1618,2
money-fx1618,5
money-fx1618,28
money-fx1618,48
money-fx1618,50
crude1619,0
crude1619,10
crude1619,15
crude1619,16
crude1619,18
crude1619,22
crude1619,24
crude1619,30
crude1619,37
crude1619,50
earn1620,17
earn1620,28
earn1620,34
coffee1621,2
coffee1621,7
coffee1621,18
coffee1621,20
coffee1621,25
coffee1621,26
coffee1621,39
coffee1621,40
coffee1621,46
crude1622,0
crude1622,1
crude1622,2
crude1622,10
crude1622,13
crude1622,14
crude1622,22
crude1622,23
crude1622,24
crude1622,25
crude1622,26
crude1622,29
crude1622,35
crude1622,37
crude1622,39
earn1623,2
earn1623,13
earn1623,22
earn1623,24
earn1623,28
earn1623,29
earn1623,35
earn1623,48
earn1623,51
acq1624,0
acq1624,19
acq1624,27
acq1624,35
acq1624,38
acq1624,43
acq1624,50
earn1625,14
earn1625,31
earn1625,34
earn1625,38
earn1625,51
acq1626,10
acq1626,12
acq1626,13
crude1627,24
crude1627,25
crude1627,26
crude1627,28
crude1627,37
crude1627,48
ship1628,6
ship1628,12
ship1628,16
ship1628,22
ship1628,32
ship1628,39
acq1629,0
acq1629,6
acq1629,10
acq1629,12
acq1629,14
acq1629,15
acq1629,38
earn1630,9
earn1630,15
earn1630,26
earn1630,51
sugar1631,2
sugar1631,10
sugar1631,15
sugar1631,20
sugar1631,46
earn1632,9
earn1632,15
earn1632,40
earn1632,42
earn1633,9
earn1633,29
earn1633,34
earn1633,35
earn1633,42
earn1633,48
earn1634,5
earn1634,9
earn1635,6
earn1635,8
earn1635,31
earn1635,34
money-fx1636,2
money-fx1636,12
earn1637,31
earn1637,32
earn1637,34
earn1637,35
earn1637,49
acq1638,11
acq1638,38
acq1639,9
acq1639,10
acq1639,13
acq1639,15
acq1639,38
acq1639,44
acq1639,51
sugar1640,2
sugar1640,6
sugar1640,10
sugar1640,15
sugar1640,16
sugar1640,20
sugar1640,21
sugar1640,24
sugar1640,31
sugar1640,38
sugar1640,46
acq1641,10
acq1641,19
acq1641,38
crude1642,0
crude1642,7
crude1642,9
crude1642,10
crude1642,18
crude1642,23
crude1642,29
crude1642,30
crude1642,37
crude1642,38
crude1642,39
crude1642,41
crude1642,43
crude1643,22
crude1643,24
crude1643,25
crude1643,37
crude1643,39
crude1643,51
acq1644,2
acq1644,7
acq1644,11
acq1644,26
acq1644,31
acq1644,33
acq1644,38
earn1645,8
earn1645,22
earn1645,23
earn1645,24
earn1645,28
earn1645,35
earn1645,37
earn1645,48
earn1646,9
earn1646,15
earn1646,21
earn1646,33
earn1646,51
acq1647,11
acq1647,15
acq1647,29
acq1647,31
acq1647,36
acq1647,42
acq1647,43
earn1648,4
earn1648,5
earn1648,43
earn1649,31
earn1649,34
earn1649,42
earn1649,50
earn1650,5
earn1650,7
earn1650,9
earn1650,12
earn1650,14
earn1650,21
earn1651,21
earn1651,34
earn1651,39
earn1652,1
earn1652,5
earn1652,9
earn1652,13
earn1652,35
earn1652,41
acq1653,2
acq1653,10
acq1653,14
acq1653,18
acq1653,19
acq1653,20
acq1653,22
acq1653,38
acq1653,40
acq1653,42
acq1653,47
crude1654,18
crude1654,37
sugar1655,4
sugar1655,15
sugar1655,20
sugar1655,38
sugar1655,49
money-fx1656,0
money-fx1656,2
money-fx1656,7
money-fx1656,12
money-fx1656,15
money-fx1656,17
money-fx1656,30
money-fx1656,37
money-fx1656,50
sugar1657,4
sugar1657,5
sugar1657,15
sugar1657,20
sugar1657,36
earn1658,7
earn1658,23
earn1658,35
earn1658,46
earn1658,48
earn1658,51
earn1659,5
earn1659,9
earn1659,33
earn1659,42
lei1660,7
lei1660,23
acq1661,6
acq1661,30
acq1661,31
acq1661,38
acq1661,42
acq1661,43
acq1661,47
acq1661,51
earn1662,5
earn1662,7
earn1662,9
earn1662,24
earn1662,25
earn1662,33
earn1662,49
earn1663,33
earn1663,34
earn1663,42
gold1664,0
gold1664,3
gold1664,25
earn1665,6
earn1665,34
earn1666,6
earn1666,34
earn1666,41
earn1667,7
earn1667,13
earn1667,14
earn1667,22
earn1667,28
earn1667,29
earn1667,35
earn1667,42
earn1667,48
earn1668,34
earn1668,41
earn1668,48
acq1669,1
acq1669,15
acq1669,20
acq1669,29
acq1669,41
earn1670,29
earn1670,30
earn1670,31
earn1670,34
earn1671,28
earn1671,31
earn1671,34
earn1672,34
sugar1673,7
sugar1673,20
sugar1673,26
sugar1673,28
sugar1673,35
lei1674,7
lei1674,11
lei1674,14
lei1674,23
lei1674,28
earn1675,9
earn1675,15
earn1675,29
earn1675,41
earn1675,43
earn1675,44
earn1675,46
earn1675,51
acq1676,0
acq1676,2
acq1676,6
acq1676,15
acq1676,16
acq1676,24
acq1676,28
acq1676,35
acq1676,38
acq1676,44
acq1676,45
acq1676,49
earn1677,5
earn1678,7
earn1678,23
earn1678,31
earn1678,35
earn1679,5
earn1679,23
acq1680,33
acq1680,36
acq1680,38
acq1680,43
reserves1681,9
reserves1681,10
reserves1681,14
reserves1681,16
reserves1681,20
reserves1681,22
reserves1681,49
reserves1681,50
reserves1681,51
money-supply1682,2
money-supply1682,7
money-supply1682,20
money-supply1682,50
earn1683,17
earn1683,24
earn1683,34
earn1684,34
earn1684,43
earn1684,51
earn1685,34
earn1686,17
earn1686,34
acq1687,5
acq1687,19
acq1687,29
acq1687,38
acq1687,51
earn1688,5
earn1688,41
earn1689,34
earn1689,36
earn1690,31
earn1690,34
earn1690,35
earn1691,7
earn1691,31
earn1691,35
earn1691,39
acq1692,15
acq1692,22
acq1692,24
acq1692,28
acq1692,29
acq1692,36
acq1692,38
acq1692,40
acq1692,45
acq1692,50
acq1692,51
earn1693,2
earn1693,4
earn1693,11
earn1693,13
earn1693,20
earn1693,28
earn1693,29
earn1693,30
earn1693,34
earn1693,38
earn1693,44
earn1693,49
earn1693,50
earn1693,51
money-fx1694,2
money-fx1694,8
earn1695,34
earn1695,41
earn1696,10
earn1696,34
earn1697,6
earn1697,9
earn1697,11
earn1697,24
earn1697,26
earn1697,31
earn1697,35
earn1697,41
earn1697,49
sugar1698,8
sugar1698,14
sugar1698,15
sugar1698,16
sugar1698,20
sugar1698,24
sugar1698,26
sugar1698,27
sugar1698,32
sugar1698,39
interest1699,10
interest1699,30
interest1699,40
interest1699,45
interest1699,49
gold1700,0
gold1700,3
gold1700,25
acq1701,3
acq1701,10
acq1701,11
acq1701,19
acq1701,25
acq1701,26
acq1701,37
acq1701,38
acq1701,44
acq1701,46
housing1702,7
housing1702,30
housing1702,38
housing1702,42
acq1703,0
acq1703,10
acq1703,11
acq1703,13
acq1703,15
acq1703,24
acq1703,25
acq1703,40
acq1703,45
acq1703,49
earn1704,0
earn1704,34
earn1704,39
jobs1705,7
jobs1705,16
jobs1705,28
jobs1705,32
housing1706,7
housing1706,30
housing1706,38
housing1706,42
earn1707,34
earn1707,37
housing1708,7
housing1708,30
housing1708,38
housing1708,42
money-fx1709,8
money-fx1709,48
earn1710,21
earn1710,34
earn1711,5
earn1711,23
earn1711,28
money-fx1712,8
earn1713,17
earn1713,34
earn1714,18
earn1714,34
earn1714,35
acq1715,0
acq1715,10
acq1715,38
earn1716,3
earn1716,7
earn1716,9
earn1716,14
earn1716,18
earn1716,35
earn1717,0
earn1717,7
earn1717,9
earn1717,22
earn1717,23
earn1717,24
earn1717,28
earn1717,30
earn1717,35
earn1717,37
earn1717,46
acq1718,15
acq1718,38
acq1718,51
acq1719,11
acq1719,15
acq1719,23
acq1719,26
acq1719,28
acq1719,40
acq1719,51
rubber1720,18
rubber1720,24
rubber1720,26
rubber1720,41
earn1721,0
earn1721,4
earn1721,5
earn1721,14
earn1721,29
earn1721,47
earn1722,34
earn1722,36
earn1722,38
earn1723,34
earn1724,5
nat-gas1725,13
nat-gas1725,19
nat-gas1725,22
nat-gas1725,23
nat-gas1725,27
nat-gas1725,35
nat-gas1725,37
nat-gas1725,38
nat-gas1725,39
nat-gas1725,51
acq1726,1
acq1726,9
acq1726,23
acq1726,24
acq1726,28
acq1726,29
acq1726,33
acq1726,43
acq1726,50
acq1726,51
earn1727,21
earn1727,28
earn1727,34
earn1727,48
earn1727,51
interest1728,2
interest1728,7
interest1728,11
interest1728,12
interest1728,22
interest1728,24
interest1728,30
interest1728,35
interest1728,40
interest1728,42
interest1728,48
earn1729,5
earn1729,23
earn1729,38
earn1730,5
earn1730,41
earn1731,5
acq1732,15
acq1732,43
earn1733,12
earn1733,28
earn1733,31
earn1733,34
earn1733,41
earn1733,48
trade1734,3
trade1734,6
trade1734,18
trade1734,22
trade1734,24
trade1734,29
trade1734,32
trade1734,39
trade1734,45
earn1735,11
earn1735,13
earn1735,16
earn1735,23
earn1735,34
earn1735,42
earn1735,51
earn1736,5
earn1736,9
earn1736,44
earn1737,5
earn1737,14
acq1738,7
acq1738,10
acq1738,15
acq1738,28
acq1738,38
acq1738,39
acq1738,43
earn1739,13
earn1739,17
earn1739,22
earn1739,30
earn1739,35
earn1739,44
earn1739,48
acq1740,1
acq1740,2
acq1740,6
acq1740,10
acq1740,14
acq1740,15
acq1740,16
acq1740,24
acq1740,28
acq1740,30
acq1740,32
acq1740,35
acq1740,38
acq1740,40
acq1740,41
acq1740,45
acq1740,48
earn1741,32
earn1741,34
earn1742,15
earn1742,34
earn1742,42
earn1742,44
earn1743,17
earn1743,21
earn1743,31
earn1743,34
earn1744,31
earn1744,34
earn1745,5
earn1745,23
earn1745,28
earn1746,5
earn1746,46
acq1747,19
acq1747,23
acq1747,34
acq1747,38
sugar1748,2
sugar1748,13
sugar1748,20
sugar1748,22
sugar1748,26
sugar1748,28
sugar1748,32
sugar1748,36
sugar1748,42
sugar1748,49
gold1749,25
gold1749,26
gold1749,29
gold1749,41
acq1750,0
acq1750,2
acq1750,10
acq1750,11
acq1750,13
acq1750,15
acq1750,24
acq1750,28
acq1750,48
acq1750,49
ship1751,6
ship1751,12
ship1751,13
ship1751,16
ship1751,24
ship1751,39
ship1751,51
acq1752,10
acq1752,15
acq1752,29
acq1752,35
acq1752,44
acq1752,45
gnp1753,2
gnp1753,6
gnp1753,13
gnp1753,22
gnp1753,37
gnp1753,44
gnp1753,45
earn1754,34
earn1754,35
earn1755,34
earn1756,3
earn1756,5
earn1756,11
earn1757,5
earn1757,37
earn1757,38
earn1758,3
earn1758,10
earn1758,23
earn1758,25
earn1758,29
earn1758,31
earn1758,34
acq1759,5
acq1759,24
acq1759,28
acq1759,35
acq1759,38
acq1759,43
interest1760,2
interest1760,11
interest1760,12
interest1760,15
interest1760,17
interest1760,26
interest1760,30
interest1760,42
interest1760,48
interest1760,50
acq1761,10
acq1761,14
acq1761,17
acq1761,25
acq1761,35
acq1761,37
acq1761,38
acq1761,42
acq1761,49
ship1762,0
ship1762,1
ship1762,6
ship1762,7
ship1762,10
ship1762,11
ship1762,17
ship1762,19
ship1762,22
ship1762,40
ship1762,45
ship1762,46
earn1763,9
acq1764,29
gnp1765,1
gnp1765,7
gnp1765,12
gnp1765,13
gnp1765,18
gnp1765,22
gnp1765,28
acq1766,5
acq1766,7
acq1766,28
acq1766,29
acq1766,38
acq1766,42
earn1767,23
earn1767,25
earn1767,34
earn1767,37
earn1768,5
earn1768,7
earn1768,9
earn1768,10
earn1768,35
earn1768,48
crude1769,3
crude1769,16
crude1769,23
crude1769,24
crude1769,25
crude1769,27
crude1769,37
crude1769,38
crude1769,50
earn1770,0
earn1770,8
earn1770,19
earn1770,21
earn1770,22
earn1770,23
earn1770,35
earn1770,37
earn1770,39
earn1771,1
earn1771,27
earn1771,34
earn1772,1
earn1772,5
earn1772,27
earn1773,3
earn1773,9
earn1773,34
earn1773,37
acq1774,14
acq1774,19
acq1774,23
acq1774,24
acq1774,34
acq1774,38
earn1775,5
earn1775,9
earn1775,47
earn1775,50
earn1776,5
earn1777,1
earn1777,5
earn1777,9
earn1777,27
earn1777,34
earn1777,48
acq1778,0
acq1778,6
acq1778,9
acq1778,14
acq1778,15
acq1778,23
acq1778,24
acq1778,26
acq1778,29
acq1778,30
acq1778,38
acq1778,39
acq1778,46
acq1778,48
acq1778,50
acq1778,51
earn1779,16
earn1779,28
earn1779,35
earn1779,41
earn1779,48
earn1780,7
earn1780,13
earn1780,23
earn1780,26
earn1780,28
earn1780,34
earn1780,38
earn1780,47
earn1780,48
earn1781,31
earn1781,34
earn1781,43
earn1782,3
earn1782,34
earn1782,37
earn1782,47
acq1783,0
acq1783,2
acq1783,6
acq1783,9
acq1783,10
acq1783,19
acq1783,21
acq1783,27
acq1783,29
acq1783,30
acq1783,35
acq1783,36
acq1783,38
acq1783,40
acq1783,43
acq1783,51
earn1784,16
earn1784,34
earn1785,1
earn1785,5
earn1785,43
earn1785,51
acq1786,24
acq1786,28
acq1786,38
acq1786,39
acq1786,40
acq1786,44
earn1787,1
earn1787,5
earn1787,11
earn1787,24
earn1787,35
earn1787,38
earn1787,41
earn1787,43
earn1788,0
earn1788,6
earn1788,11
earn1788,16
earn1788,35
earn1788,41
earn1788,44
earn1789,1
earn1789,5
earn1789,7
earn1789,27
earn1789,28
earn1789,30
earn1789,35
earn1789,41
orange1790,6
orange1790,7
orange1790,24
orange1790,26
orange1790,39
orange1790,44
orange1790,45
orange1790,49
earn1791,0
earn1791,2
earn1791,9
earn1791,26
earn1791,35
earn1791,36
earn1792,34
earn1793,31
earn1793,34
earn1793,37
housing1794,7
housing1794,22
housing1794,23
housing1794,25
housing1794,30
earn1795,1
earn1795,11
earn1795,25
earn1795,33
earn1795,34
earn1795,35
earn1795,38
earn1795,41
earn1795,46
earn1795,51
earn1796,31
earn1796,34
earn1796,39
earn1796,41
trade1797,11
trade1797,12
trade1797,16
trade1797,20
trade1797,24
trade1797,44
trade1797,45
trade1797,48
trade1797,51
earn1798,3
earn1798,4
earn1798,9
earn1798,31
earn1798,34
earn1799,5
earn1799,10
earn1799,12
earn1799,31
earn1799,40
earn1799,45
earn1800,4
earn1800,9
earn1800,29
earn1800,30
earn1800,31
earn1800,34
earn1800,35
earn1801,34
earn1801,41
acq1802,18
acq1802,19
acq1802,23
acq1802,34
acq1802,38
acq1803,0
acq1803,1
acq1803,14
acq1803,15
acq1803,24
acq1803,26
acq1803,42
acq1803,48
acq1804,0
acq1804,8
acq1804,10
acq1804,15
acq1804,49
earn1805,5
earn1805,14
earn1805,23
earn1805,32
acq1806,10
acq1806,13
acq1806,15
acq1806,17
acq1807,1
acq1807,15
acq1807,17
acq1807,29
acq1807,51
earn1808,34
earn1808,41
acq1809,3
acq1809,17
acq1809,30
acq1809,35
acq1809,38
acq1809,46
acq1809,51
sugar1810,13
sugar1810,15
sugar1810,20
sugar1810,24
sugar1810,26
sugar1810,32
sugar1810,38
sugar1810,39
money-supply1811,48
trade1812,2
trade1812,11
trade1812,16
trade1812,22
trade1812,24
trade1812,45
trade1812,48
trade1812,51
acq1813,7
acq1813,13
acq1813,29
acq1813,42
acq1814,0
acq1814,9
acq1814,15
acq1814,16
acq1814,21
acq1814,38
acq1814,42
acq1814,51
earn1815,19
earn1815,32
earn1815,34
earn1815,35
earn1815,38
earn1815,39
earn1815,44
earn1815,49
acq1816,8
acq1816,14
acq1816,15
acq1816,17
acq1816,38
acq1816,47
earn1817,5
earn1817,7
earn1817,38
earn1818,26
earn1818,33
earn1818,34
earn1818,47
acq1819,13
acq1819,15
acq1819,17
acq1819,29
acq1819,42
earn1820,16
earn1820,22
earn1820,30
earn1820,34
earn1820,35
earn1820,38
earn1820,46
earn1820,47
earn1821,34
earn1821,35
earn1821,38
earn1822,3
earn1822,6
earn1822,34
alum1823,2
alum1823,13
alum1823,15
alum1823,19
alum1823,20
alum1823,24
alum1823,41
alum1823,45
alum1823,51
earn1824,34
crude1825,5
crude1825,12
crude1825,20
crude1825,30
crude1825,37
acq1826,1
acq1826,17
acq1826,19
acq1826,29
acq1826,33
acq1826,38
acq1826,44
acq1826,49
acq1826,50
acq1827,7
acq1827,9
acq1827,15
acq1827,38
acq1828,10
acq1828,13
earn1829,23
earn1829,34
earn1829,44
acq1830,1
acq1830,6
acq1830,10
acq1830,24
acq1830,40
acq1830,43
acq1830,49
earn1831,34
ship1832,0
ship1832,1
ship1832,6
ship1832,11
ship1832,27
ship1832,39
ship1832,45
ship1832,49
crude1833,1
crude1833,4
crude1833,26
crude1833,37
crude1833,50
earn1834,28
earn1834,31
earn1834,34
crude1835,1
crude1835,4
crude1835,23
crude1835,26
crude1835,37
crude1835,43
crude1835,50
interest1836,0
interest1836,2
interest1836,11
interest1836,15
interest1836,21
interest1836,24
interest1836,26
interest1836,29
interest1836,37
interest1836,45
acq1837,15
acq1837,16
acq1837,51
acq1838,7
acq1838,10
acq1838,12
acq1838,13
acq1838,15
acq1838,24
acq1838,35
acq1838,37
acq1838,38
acq1838,40
acq1838,41
acq1838,48
acq1838,51
crude1839,5
crude1839,12
crude1839,20
crude1839,26
crude1839,27
crude1839,30
crude1839,37
crude1839,38
earn1840,1
earn1840,2
earn1840,34
acq1841,32
acq1841,38
acq1841,43
acq1841,45
acq1842,1
acq1842,2
acq1842,9
acq1842,14
acq1842,15
acq1842,17
acq1842,24
acq1842,26
acq1842,29
acq1842,44
acq1842,51
acq1843,6
acq1843,9
acq1843,17
acq1843,27
acq1843,29
acq1843,38
acq1843,42
acq1843,43
acq1843,50
acq1843,51
earn1844,34
earn1845,3
earn1845,12
earn1845,17
earn1845,34
earn1845,40
earn1845,44
earn1845,50
gold1846,0
gold1846,3
gold1846,4
gold1846,7
gold1846,9
gold1846,25
gold1846,32
gold1846,51
acq1847,8
acq1847,9
acq1847,16
acq1847,17
acq1847,20
acq1847,29
acq1847,33
acq1847,39
acq1847,47
earn1848,34
earn1849,10
earn1849,31
earn1849,34
earn1849,38
earn1849,42
earn1849,50
earn1849,51
earn1850,9
earn1850,18
earn1850,25
earn1850,28
earn1850,31
earn1850,34
earn1850,43
earn1851,1
earn1851,34
earn1852,7
earn1852,16
earn1852,24
earn1852,31
earn1852,35
earn1852,38
